company_name,order_id,order_date,ship_date,shipping_type,product,sales,profit,shipping_cost,year
Maritime Data,86a-ade7,09/12/2022,09/12/2022,Same Day,GPU Software,232,123.9,75.76,2022
Maritime Data,202-2c88,09/12/2022,09/14/2022,Express,Workforce Scheduling,284,82.56,99.91,2022
Fusion Energy,540-f895,09/12/2022,09/17/2022,Standard,Combustion Fluids,55,221.85,62.75,2022
Fusion Energy,d1a-2ec6,09/12/2022,09/14/2022,Express,Cleaning Supplies,195,116.91,38.18,2022
Fusion Energy,a09-4447,09/12/2022,09/12/2022,Same Day,Greases,257,245.21,78.85,2022
Fusion Energy,306-2fd5,09/12/2022,09/19/2022,Standard,Rubber,100,74.96,51.09,2022
Bitterroot Wood Studio,adb-064b,09/12/2022,09/12/2022,Same Day,Chairs,141,65.03,62.27,2022
Bitterroot Wood Studio,9ac-de41,09/12/2022,09/12/2022,Same Day,Tables,156,108.3,19.06,2022
Bitterroot Wood Studio,c66-ef54,09/12/2022,09/14/2022,Express,Bedframes,266,207.75,60.16,2022
Bitterroot Wood Studio,0fe-f65e,09/12/2022,09/19/2022,Standard,Bookcases,170,260.33,81.05,2022
Bitterroot Wood Studio,b1f-1dec,09/12/2022,09/19/2022,Standard,Cabinets,296,95.54,36.94,2022
Echo,d3d-3e03,09/12/2022,09/17/2022,Standard,accessories,24,210.49,74.38,2022
Echo,3b5-7abf,09/12/2022,09/14/2022,Express,phones,106,144.45,55.83,2022
Echo,fff-945e,09/12/2022,09/19/2022,Standard,computers,131,221.96,43.44,2022
Echo,de7-fb28,09/12/2022,09/14/2022,Express,tablets,107,248.47,98.03,2022
Echo,0cb-34c5,09/12/2022,09/19/2022,Standard,washers,271,230.62,36.64,2022
Echo,5de-be5f,09/12/2022,09/14/2022,Express,dryers,70,74.64,18.52,2022
Echo,fd0-9fdb,09/12/2022,09/14/2022,Express,car radios,276,279.57,92.0,2022
Apex Corporation,e38-0f1a,09/15/2022,09/15/2022,Same Day,accessories,124,277.7,63.68,2022
Apex Corporation,c95-2099,09/15/2022,09/15/2022,Same Day,phones,228,163.42,75.9,2022
Apex Corporation,b2a-6d7e,09/15/2022,09/15/2022,Same Day,computers,215,101.32,47.83,2022
Apex Corporation,f09-2820,09/15/2022,09/15/2022,Same Day,tablets,181,80.57,16.31,2022
Apex Corporation,914-8ec1,09/15/2022,09/19/2022,Standard,televisions,277,24.51,63.71,2022
Maritime Data,8b5-1962,09/15/2022,09/15/2022,Same Day,Cloud Service,49,71.8,47.55,2022
Maritime Data,911-4665,09/15/2022,09/15/2022,Same Day,Banking platform,119,70.66,59.28,2022
Maritime Data,92c-9183,09/15/2022,09/21/2022,Standard,Business Analytics,255,46.74,38.46,2022
Maritime Data,ac5-313c,09/15/2022,09/17/2022,Express,Database Security,200,170.19,58.9,2022
Maritime Data,68b-2f02,09/15/2022,09/17/2022,Express,GPU Software,58,101.43,91.42,2022
Maritime Data,066-4c7a,09/15/2022,09/19/2022,Standard,Workforce Scheduling,255,274.44,88.91,2022
Fusion Energy,d9f-d340,09/15/2022,09/21/2022,Standard,Combustion Fluids,143,94.53,90.64,2022
Fusion Energy,003-e91e,09/15/2022,09/19/2022,Standard,Cleaning Supplies,233,187.65,54.89,2022
Fusion Energy,c14-5c46,09/15/2022,09/15/2022,Same Day,Greases,227,97.64,20.23,2022
Fusion Energy,1ff-2727,09/15/2022,09/15/2022,Same Day,Rubber,32,116.65,49.22,2022
Bitterroot Wood Studio,e2b-afd4,09/15/2022,09/15/2022,Same Day,Chairs,83,172.04,83.64,2022
Bitterroot Wood Studio,e88-f598,09/15/2022,09/17/2022,Express,Tables,118,210.85,42.13,2022
Bitterroot Wood Studio,f90-2486,09/15/2022,09/20/2022,Standard,Bedframes,214,42.27,37.72,2022
Bitterroot Wood Studio,061-d2fd,09/15/2022,09/15/2022,Same Day,Bookcases,246,112.67,78.85,2022
Bitterroot Wood Studio,66d-ae91,09/15/2022,09/17/2022,Express,Cabinets,11,235.64,86.76,2022
Echo,8cd-afde,09/15/2022,09/21/2022,Standard,accessories,282,106.98,11.99,2022
Echo,8ac-3e09,09/15/2022,09/22/2022,Standard,phones,216,29.5,29.36,2022
Echo,123-9582,09/15/2022,09/17/2022,Express,computers,256,137.51,55.37,2022
Echo,9e5-a1c0,09/15/2022,09/15/2022,Same Day,tablets,182,113.81,37.85,2022
Echo,f9e-8c09,09/15/2022,09/15/2022,Same Day,washers,267,130.65,92.4,2022
Echo,c97-a442,09/15/2022,09/17/2022,Express,dryers,29,27.36,58.84,2022
Echo,5bf-64d5,09/15/2022,09/20/2022,Standard,car radios,115,204.48,16.2,2022
Apex Corporation,236-3056,09/18/2022,09/24/2022,Standard,accessories,71,82.96,43.97,2022
Apex Corporation,062-d647,09/18/2022,09/23/2022,Standard,phones,297,68.47,35.88,2022
Apex Corporation,59b-1a25,09/18/2022,09/20/2022,Express,computers,216,107.43,95.12,2022
Apex Corporation,b96-0f34,09/18/2022,09/18/2022,Same Day,tablets,75,189.16,48.74,2022
Apex Corporation,465-9e76,09/18/2022,09/18/2022,Same Day,televisions,34,210.16,34.41,2022
Maritime Data,831-a87e,09/18/2022,09/18/2022,Same Day,Cloud Service,253,189.93,86.94,2022
Maritime Data,ba7-eb04,09/18/2022,09/18/2022,Same Day,Banking platform,149,133.23,44.58,2022
Maritime Data,d78-068b,09/18/2022,09/26/2022,Standard,Business Analytics,219,148.31,69.85,2022
Maritime Data,881-41ee,09/18/2022,09/24/2022,Standard,Database Security,248,131.5,99.78,2022
Maritime Data,152-dc8b,09/18/2022,09/18/2022,Same Day,GPU Software,39,204.62,48.84,2022
Maritime Data,aec-68b1,09/18/2022,09/20/2022,Express,Workforce Scheduling,297,34.99,29.49,2022
Fusion Energy,790-64ea,09/18/2022,09/20/2022,Express,Combustion Fluids,39,166.82,63.75,2022
Fusion Energy,b7b-d379,09/18/2022,09/18/2022,Same Day,Cleaning Supplies,297,139.22,48.7,2022
Fusion Energy,36f-31c2,09/18/2022,09/18/2022,Same Day,Greases,280,186.84,91.11,2022
Fusion Energy,421-bff4,09/18/2022,09/26/2022,Standard,Rubber,296,230.24,74.16,2022
Bitterroot Wood Studio,2bd-e9f2,09/18/2022,09/20/2022,Express,Chairs,192,130.73,55.58,2022
Bitterroot Wood Studio,e63-0d8b,09/18/2022,09/24/2022,Standard,Tables,63,167.14,11.76,2022
Bitterroot Wood Studio,fc6-deb8,09/18/2022,09/23/2022,Standard,Bedframes,37,274.98,21.75,2022
Bitterroot Wood Studio,817-5835,09/18/2022,09/26/2022,Standard,Bookcases,267,292.25,29.2,2022
Bitterroot Wood Studio,0b8-c00d,09/18/2022,09/20/2022,Express,Cabinets,261,110.02,42.25,2022
Echo,ed6-da31,09/18/2022,09/18/2022,Same Day,accessories,70,164.54,13.67,2022
Echo,c57-f1c1,09/18/2022,09/18/2022,Same Day,phones,85,62.15,51.48,2022
Echo,912-6411,09/18/2022,09/18/2022,Same Day,computers,87,229.52,41.78,2022
Echo,7ea-9d66,09/18/2022,09/20/2022,Express,tablets,170,239.05,94.12,2022
Echo,9f9-e264,09/18/2022,09/20/2022,Express,washers,206,266.6,60.8,2022
Echo,41b-fb0e,09/18/2022,09/18/2022,Same Day,dryers,117,168.49,59.06,2022
Echo,0e3-6dd6,09/18/2022,09/20/2022,Express,car radios,288,79.97,97.22,2022
Apex Corporation,562-ecfc,09/20/2022,09/22/2022,Express,accessories,225,201.13,17.69,2022
Apex Corporation,906-db7c,09/20/2022,09/22/2022,Express,phones,99,96.63,89.51,2022
Apex Corporation,c6e-b336,09/20/2022,09/20/2022,Same Day,computers,195,134.3,55.78,2022
Apex Corporation,6a9-c68b,09/20/2022,09/24/2022,Standard,tablets,53,137.01,76.77,2022
Apex Corporation,30a-2d3a,09/20/2022,09/26/2022,Standard,televisions,250,124.6,64.71,2022
Maritime Data,ebd-3baa,09/20/2022,09/22/2022,Express,Cloud Service,217,202.47,38.15,2022
Maritime Data,2bb-d907,09/20/2022,09/26/2022,Standard,Banking platform,299,23.82,62.54,2022
Maritime Data,112-8b2e,09/20/2022,09/22/2022,Express,Business Analytics,152,199.49,46.95,2022
Maritime Data,b4d-428b,09/20/2022,09/24/2022,Standard,Database Security,231,92.89,51.29,2022
Maritime Data,53e-3818,09/20/2022,09/22/2022,Express,GPU Software,250,216.48,69.2,2022
Maritime Data,5a8-e715,09/20/2022,09/22/2022,Express,Workforce Scheduling,228,103.27,79.45,2022
Fusion Energy,10f-67f4,09/20/2022,09/22/2022,Express,Combustion Fluids,155,244.01,13.64,2022
Fusion Energy,bda-3c16,09/20/2022,09/22/2022,Express,Cleaning Supplies,290,261.54,15.94,2022
Fusion Energy,68c-5fc0,09/20/2022,09/22/2022,Express,Greases,110,291.55,13.14,2022
Fusion Energy,6ad-10e5,09/20/2022,09/26/2022,Standard,Rubber,134,112.88,47.69,2022
Bitterroot Wood Studio,d27-7018,09/20/2022,09/22/2022,Express,Chairs,78,297.38,32.68,2022
Bitterroot Wood Studio,c62-0dfe,09/20/2022,09/22/2022,Express,Tables,163,114.62,30.07,2022
Bitterroot Wood Studio,f7e-4cb3,09/20/2022,09/22/2022,Express,Bedframes,62,55.17,77.54,2022
Bitterroot Wood Studio,5b1-be3c,09/20/2022,09/26/2022,Standard,Bookcases,58,128.57,36.82,2022
Bitterroot Wood Studio,1b1-7387,09/20/2022,09/27/2022,Standard,Cabinets,55,225.49,47.34,2022
Echo,81f-11b9,09/20/2022,09/22/2022,Express,accessories,85,129.92,23.56,2022
Echo,b6d-1d14,09/20/2022,09/22/2022,Express,phones,173,243.1,27.82,2022
Echo,899-7211,09/20/2022,09/26/2022,Standard,computers,37,25.61,13.11,2022
Echo,821-2e08,09/20/2022,09/20/2022,Same Day,tablets,214,161.6,38.19,2022
Echo,6b6-4f9c,09/20/2022,09/26/2022,Standard,washers,35,102.89,41.2,2022
Echo,63c-09f2,09/20/2022,09/20/2022,Same Day,dryers,144,265.51,79.73,2022
Echo,e1d-8218,09/20/2022,09/24/2022,Standard,car radios,133,153.62,98.9,2022
Apex Corporation,223-f523,09/21/2022,09/21/2022,Same Day,accessories,180,167.15,83.83,2022
Apex Corporation,77e-74a3,09/21/2022,09/21/2022,Same Day,phones,25,262.79,53.62,2022
Apex Corporation,fac-3f86,09/21/2022,09/23/2022,Express,computers,140,40.33,81.15,2022
Apex Corporation,86e-a3ad,09/21/2022,09/23/2022,Express,tablets,116,261.1,96.32,2022
Apex Corporation,f61-7b39,09/21/2022,09/21/2022,Same Day,televisions,89,204.1,76.07,2022
Maritime Data,ac7-acb9,09/21/2022,09/23/2022,Express,Cloud Service,248,145.93,14.12,2022
Maritime Data,ad4-4abd,09/21/2022,09/21/2022,Same Day,Banking platform,173,128.78,15.62,2022
Maritime Data,07a-a970,09/21/2022,09/28/2022,Standard,Business Analytics,72,249.98,41.92,2022
Maritime Data,7ae-0c04,09/21/2022,09/23/2022,Express,Database Security,174,44.31,25.35,2022
Maritime Data,b2c-d1d5,09/21/2022,09/23/2022,Express,GPU Software,94,257.39,44.15,2022
Maritime Data,83b-0ba3,09/21/2022,09/21/2022,Same Day,Workforce Scheduling,278,272.22,33.57,2022
Fusion Energy,530-17a0,09/21/2022,09/23/2022,Express,Combustion Fluids,189,212.62,66.59,2022
Fusion Energy,3d2-a4f8,09/21/2022,09/23/2022,Express,Cleaning Supplies,296,147.3,65.55,2022
Fusion Energy,993-f092,09/21/2022,09/26/2022,Standard,Greases,97,241.68,74.61,2022
Fusion Energy,f82-8966,09/21/2022,09/27/2022,Standard,Rubber,229,295.55,93.79,2022
Bitterroot Wood Studio,de0-bbb6,09/21/2022,09/23/2022,Express,Chairs,107,154.93,75.45,2022
Bitterroot Wood Studio,f22-49a9,09/21/2022,09/26/2022,Standard,Tables,289,196.88,25.95,2022
Bitterroot Wood Studio,6e1-4c82,09/21/2022,09/21/2022,Same Day,Bedframes,167,94.93,16.86,2022
Bitterroot Wood Studio,0c5-1f44,09/21/2022,09/23/2022,Express,Bookcases,175,105.41,86.87,2022
Bitterroot Wood Studio,884-81e2,09/21/2022,09/21/2022,Same Day,Cabinets,201,29.94,77.87,2022
Echo,8a4-6e2e,09/21/2022,09/28/2022,Standard,accessories,291,297.9,56.97,2022
Echo,12b-b4fc,09/21/2022,09/27/2022,Standard,phones,27,234.71,54.47,2022
Echo,b8a-f7b0,09/21/2022,09/23/2022,Express,computers,33,136.6,70.61,2022
Echo,459-6573,09/21/2022,09/26/2022,Standard,tablets,45,217.53,94.31,2022
Echo,1ff-acdd,09/21/2022,09/28/2022,Standard,washers,146,131.56,45.79,2022
Echo,986-ed5f,09/21/2022,09/21/2022,Same Day,dryers,142,214.13,33.94,2022
Echo,7f6-fce1,09/21/2022,09/21/2022,Same Day,car radios,176,33.14,96.42,2022
Apex Corporation,38e-6515,09/22/2022,09/22/2022,Same Day,accessories,116,90.09,70.01,2022
Apex Corporation,ec7-117e,09/22/2022,09/26/2022,Standard,phones,36,100.38,14.59,2022
Apex Corporation,da0-b1a7,09/22/2022,09/24/2022,Express,computers,122,105.81,99.99,2022
Apex Corporation,af8-dee9,09/22/2022,09/24/2022,Express,tablets,119,177.46,69.23,2022
Apex Corporation,5f3-aa0b,09/22/2022,09/24/2022,Express,televisions,117,103.58,42.62,2022
Maritime Data,8de-4d99,09/22/2022,09/22/2022,Same Day,Cloud Service,94,224.47,57.02,2022
Maritime Data,3fe-15ab,09/22/2022,09/29/2022,Standard,Banking platform,143,37.71,34.01,2022
Maritime Data,601-1bdd,09/22/2022,09/24/2022,Express,Business Analytics,87,43.6,55.43,2022
Maritime Data,79a-2526,09/22/2022,09/26/2022,Standard,Database Security,97,240.08,78.93,2022
Maritime Data,a4e-e467,09/22/2022,09/24/2022,Express,GPU Software,185,115.77,90.78,2022
Maritime Data,1d4-8d92,09/22/2022,09/26/2022,Standard,Workforce Scheduling,40,231.22,24.11,2022
Fusion Energy,013-1fa9,09/22/2022,09/26/2022,Standard,Combustion Fluids,75,121.02,33.95,2022
Fusion Energy,89c-93e4,09/22/2022,09/27/2022,Standard,Cleaning Supplies,72,41.25,12.75,2022
Fusion Energy,35c-44b6,09/22/2022,09/24/2022,Express,Greases,229,277.02,55.62,2022
Fusion Energy,865-3b22,09/22/2022,09/24/2022,Express,Rubber,114,98.73,82.88,2022
Bitterroot Wood Studio,260-b41a,09/22/2022,09/22/2022,Same Day,Chairs,235,256.0,28.11,2022
Bitterroot Wood Studio,e47-3b35,09/22/2022,09/24/2022,Express,Tables,290,126.38,78.11,2022
Bitterroot Wood Studio,8e4-60b1,09/22/2022,09/24/2022,Express,Bedframes,282,131.55,29.47,2022
Bitterroot Wood Studio,ec3-12a5,09/22/2022,09/24/2022,Express,Bookcases,280,192.53,43.91,2022
Bitterroot Wood Studio,e61-40ce,09/22/2022,09/24/2022,Express,Cabinets,158,121.26,81.72,2022
Echo,dea-b3ca,09/22/2022,09/24/2022,Express,accessories,10,261.68,73.17,2022
Echo,6a5-bdf9,09/22/2022,09/22/2022,Same Day,phones,189,196.05,90.49,2022
Echo,d50-bfae,09/22/2022,09/24/2022,Express,computers,240,168.46,68.1,2022
Echo,79f-1c4b,09/22/2022,09/24/2022,Express,tablets,99,220.95,39.04,2022
Echo,4c5-1cef,09/22/2022,09/24/2022,Express,washers,242,156.87,13.07,2022
Echo,660-2d66,09/22/2022,09/24/2022,Express,dryers,243,204.06,15.29,2022
Echo,7d2-4cae,09/22/2022,09/26/2022,Standard,car radios,250,178.95,81.72,2022
Apex Corporation,6d9-4e2b,09/25/2022,09/27/2022,Express,accessories,113,99.27,97.02,2022
Apex Corporation,3b0-0352,09/25/2022,09/29/2022,Standard,phones,212,45.94,40.96,2022
Apex Corporation,681-ecdf,09/25/2022,10/03/2022,Standard,computers,199,124.99,72.46,2022
Apex Corporation,856-ed23,09/25/2022,09/25/2022,Same Day,tablets,177,204.05,85.04,2022
Apex Corporation,3bd-39e3,09/25/2022,09/25/2022,Same Day,televisions,57,195.04,20.61,2022
Maritime Data,a11-0434,09/25/2022,09/29/2022,Standard,Cloud Service,137,108.67,80.38,2022
Maritime Data,1c9-7a42,09/25/2022,09/25/2022,Same Day,Banking platform,246,189.28,13.61,2022
Maritime Data,5e2-7fd6,09/25/2022,09/27/2022,Express,Business Analytics,59,46.97,51.67,2022
Maritime Data,f94-73e3,09/25/2022,09/27/2022,Express,Database Security,259,97.17,52.12,2022
Maritime Data,526-e62a,09/25/2022,09/27/2022,Express,GPU Software,248,99.95,12.89,2022
Maritime Data,712-2c9c,09/25/2022,09/30/2022,Standard,Workforce Scheduling,75,187.21,89.48,2022
Fusion Energy,95d-6e8e,09/25/2022,09/27/2022,Express,Combustion Fluids,293,297.87,18.66,2022
Fusion Energy,cbf-58af,09/25/2022,09/27/2022,Express,Cleaning Supplies,134,101.5,38.32,2022
Fusion Energy,acd-a744,09/25/2022,09/29/2022,Standard,Greases,44,93.56,91.16,2022
Fusion Energy,3c9-9a43,09/25/2022,09/25/2022,Same Day,Rubber,250,253.87,20.33,2022
Bitterroot Wood Studio,b91-5ac9,09/25/2022,09/25/2022,Same Day,Chairs,147,126.71,61.1,2022
Bitterroot Wood Studio,aa2-5d45,09/25/2022,09/27/2022,Express,Tables,171,281.74,30.57,2022
Bitterroot Wood Studio,ede-afcd,09/25/2022,09/27/2022,Express,Bedframes,239,246.87,78.57,2022
Bitterroot Wood Studio,171-566c,09/25/2022,09/27/2022,Express,Bookcases,123,30.91,87.09,2022
Bitterroot Wood Studio,774-790a,09/25/2022,09/25/2022,Same Day,Cabinets,28,20.59,15.81,2022
Echo,0ac-b189,09/25/2022,09/27/2022,Express,accessories,234,131.35,20.54,2022
Echo,28b-10b0,09/25/2022,09/27/2022,Express,phones,79,128.78,71.18,2022
Echo,377-60b3,09/25/2022,10/01/2022,Standard,computers,60,258.11,76.65,2022
Echo,a59-a0a5,09/25/2022,09/25/2022,Same Day,tablets,195,272.71,60.12,2022
Echo,b85-e64e,09/25/2022,10/01/2022,Standard,washers,40,235.47,60.24,2022
Echo,171-1dcd,09/25/2022,09/27/2022,Express,dryers,208,270.82,86.82,2022
Echo,61d-2a07,09/25/2022,09/25/2022,Same Day,car radios,125,190.44,96.04,2022
Apex Corporation,d68-2aca,09/28/2022,09/28/2022,Same Day,accessories,147,259.83,80.61,2022
Apex Corporation,974-de11,09/28/2022,09/30/2022,Express,phones,296,159.82,27.53,2022
Apex Corporation,0df-6ccf,09/28/2022,09/30/2022,Express,computers,37,289.7,84.25,2022
Apex Corporation,2a6-2489,09/28/2022,09/28/2022,Same Day,tablets,94,214.34,35.05,2022
Apex Corporation,462-7376,09/28/2022,09/28/2022,Same Day,televisions,296,57.48,65.71,2022
Maritime Data,e3c-ad89,09/28/2022,10/03/2022,Standard,Cloud Service,106,62.95,51.17,2022
Maritime Data,d1e-2f8a,09/28/2022,09/30/2022,Express,Banking platform,233,178.79,40.86,2022
Maritime Data,3d6-1eb7,09/28/2022,09/28/2022,Same Day,Business Analytics,85,122.64,97.45,2022
Maritime Data,32e-2adb,09/28/2022,10/04/2022,Standard,Database Security,12,278.07,53.56,2022
Maritime Data,7ec-fb3f,09/28/2022,10/03/2022,Standard,GPU Software,193,22.02,83.43,2022
Maritime Data,7c2-d563,09/28/2022,09/28/2022,Same Day,Workforce Scheduling,295,221.32,73.27,2022
Fusion Energy,f3f-abf1,09/28/2022,09/30/2022,Express,Combustion Fluids,90,70.46,23.47,2022
Fusion Energy,509-044c,09/28/2022,10/03/2022,Standard,Cleaning Supplies,295,294.69,49.98,2022
Fusion Energy,77f-dcad,09/28/2022,09/28/2022,Same Day,Greases,54,113.69,61.76,2022
Fusion Energy,d36-17ef,09/28/2022,10/03/2022,Standard,Rubber,32,165.01,56.59,2022
Bitterroot Wood Studio,9f8-8b54,09/28/2022,10/04/2022,Standard,Chairs,162,252.74,72.8,2022
Bitterroot Wood Studio,e93-3fb3,09/28/2022,09/30/2022,Express,Tables,296,93.52,18.82,2022
Bitterroot Wood Studio,d0a-f5ec,09/28/2022,09/30/2022,Express,Bedframes,20,135.16,71.08,2022
Bitterroot Wood Studio,acc-fc36,09/28/2022,09/28/2022,Same Day,Bookcases,161,23.06,45.01,2022
Bitterroot Wood Studio,589-4a81,09/28/2022,09/30/2022,Express,Cabinets,244,123.21,39.58,2022
Echo,d48-aec0,09/28/2022,10/04/2022,Standard,accessories,296,271.68,94.22,2022
Echo,72b-cb8f,09/28/2022,10/03/2022,Standard,phones,279,297.37,44.62,2022
Echo,92c-1fdd,09/28/2022,10/04/2022,Standard,computers,74,203.57,46.02,2022
Echo,2b8-ef7e,09/28/2022,10/03/2022,Standard,tablets,285,297.52,87.45,2022
Echo,64d-e6ef,09/28/2022,10/03/2022,Standard,washers,217,20.61,83.02,2022
Echo,4bd-dae8,09/28/2022,09/28/2022,Same Day,dryers,139,25.96,73.09,2022
Echo,263-0acb,09/28/2022,10/05/2022,Standard,car radios,167,123.13,97.1,2022
Apex Corporation,01f-ef11,09/30/2022,10/02/2022,Express,accessories,10,158.58,91.95,2022
Apex Corporation,c2d-d34f,09/30/2022,09/30/2022,Same Day,phones,45,40.77,80.47,2022
Apex Corporation,ba5-8ce9,09/30/2022,09/30/2022,Same Day,computers,296,292.61,44.93,2022
Apex Corporation,393-82ea,09/30/2022,10/07/2022,Standard,tablets,245,168.76,87.43,2022
Apex Corporation,285-cd1f,09/30/2022,10/02/2022,Express,televisions,118,32.55,18.86,2022
Maritime Data,011-48a1,09/30/2022,10/04/2022,Standard,Cloud Service,246,217.74,73.35,2022
Maritime Data,aa5-2bd7,09/30/2022,09/30/2022,Same Day,Banking platform,276,226.81,26.35,2022
Maritime Data,bf4-73b3,09/30/2022,10/02/2022,Express,Business Analytics,135,188.04,61.91,2022
Maritime Data,c27-a564,09/30/2022,09/30/2022,Same Day,Database Security,144,260.58,14.5,2022
Maritime Data,b01-a4b9,09/30/2022,09/30/2022,Same Day,GPU Software,42,219.95,43.56,2022
Maritime Data,8b3-bce1,09/30/2022,10/06/2022,Standard,Workforce Scheduling,124,77.91,97.51,2022
Fusion Energy,6d5-9c0b,09/30/2022,10/04/2022,Standard,Combustion Fluids,155,248.24,78.41,2022
Fusion Energy,6a0-bdc3,09/30/2022,10/02/2022,Express,Cleaning Supplies,50,263.23,97.52,2022
Fusion Energy,af8-a7af,09/30/2022,10/02/2022,Express,Greases,228,207.38,72.33,2022
Fusion Energy,9df-4a95,09/30/2022,10/02/2022,Express,Rubber,166,47.13,74.29,2022
Bitterroot Wood Studio,dfc-c5ce,09/30/2022,10/02/2022,Express,Chairs,65,170.66,87.25,2022
Bitterroot Wood Studio,cde-8beb,09/30/2022,09/30/2022,Same Day,Tables,43,188.68,78.71,2022
Bitterroot Wood Studio,4ac-6e91,09/30/2022,10/05/2022,Standard,Bedframes,16,65.84,80.91,2022
Bitterroot Wood Studio,c7b-29b5,09/30/2022,09/30/2022,Same Day,Bookcases,236,169.68,50.61,2022
Bitterroot Wood Studio,652-372f,09/30/2022,10/02/2022,Express,Cabinets,87,26.33,77.73,2022
Echo,a9e-a449,09/30/2022,09/30/2022,Same Day,accessories,235,224.18,71.54,2022
Echo,794-a601,09/30/2022,10/06/2022,Standard,phones,174,291.26,14.89,2022
Echo,9cb-8a6c,09/30/2022,09/30/2022,Same Day,computers,222,282.15,46.58,2022
Echo,cda-cb9f,09/30/2022,10/02/2022,Express,tablets,202,51.08,22.61,2022
Echo,8fc-eeed,09/30/2022,10/02/2022,Express,washers,30,287.26,29.48,2022
Echo,153-de3e,09/30/2022,09/30/2022,Same Day,dryers,214,128.91,98.83,2022
Echo,136-e3a7,09/30/2022,10/06/2022,Standard,car radios,190,26.68,68.39,2022
Apex Corporation,834-8985,10/01/2022,10/03/2022,Express,accessories,209,30.38,92.1,2022
Apex Corporation,2fe-e84f,10/01/2022,10/03/2022,Express,phones,264,231.23,21.87,2022
Apex Corporation,d3a-dfb8,10/01/2022,10/01/2022,Same Day,computers,63,131.21,27.76,2022
Apex Corporation,898-1d47,10/01/2022,10/08/2022,Standard,tablets,98,23.82,44.26,2022
Apex Corporation,bfa-b98c,10/01/2022,10/01/2022,Same Day,televisions,87,209.69,52.1,2022
Maritime Data,bb7-ce4c,10/01/2022,10/03/2022,Express,Cloud Service,27,118.98,63.09,2022
Maritime Data,276-f3f0,10/01/2022,10/05/2022,Standard,Banking platform,204,124.19,42.77,2022
Maritime Data,d52-0bbc,10/01/2022,10/01/2022,Same Day,Business Analytics,98,132.96,61.93,2022
Maritime Data,40c-b81a,10/01/2022,10/03/2022,Express,Database Security,200,28.88,40.59,2022
Maritime Data,b92-76d8,10/01/2022,10/07/2022,Standard,GPU Software,241,251.39,24.79,2022
Maritime Data,706-7ee8,10/01/2022,10/03/2022,Express,Workforce Scheduling,85,185.14,64.44,2022
Fusion Energy,d5b-4a3f,10/01/2022,10/03/2022,Express,Combustion Fluids,43,175.92,94.05,2022
Fusion Energy,005-a37c,10/01/2022,10/03/2022,Express,Cleaning Supplies,206,151.45,18.52,2022
Fusion Energy,449-d6c9,10/01/2022,10/01/2022,Same Day,Greases,131,29.32,14.43,2022
Fusion Energy,e5d-916b,10/01/2022,10/07/2022,Standard,Rubber,27,214.32,10.99,2022
Bitterroot Wood Studio,584-4b3e,10/01/2022,10/03/2022,Express,Chairs,283,194.16,34.12,2022
Bitterroot Wood Studio,5d5-6e76,10/01/2022,10/01/2022,Same Day,Tables,89,104.51,75.34,2022
Bitterroot Wood Studio,ae0-6f08,10/01/2022,10/01/2022,Same Day,Bedframes,260,256.04,52.09,2022
Bitterroot Wood Studio,567-cfb2,10/01/2022,10/06/2022,Standard,Bookcases,94,135.91,25.21,2022
Bitterroot Wood Studio,f4a-78a0,10/01/2022,10/03/2022,Express,Cabinets,105,206.05,76.62,2022
Echo,c35-95aa,10/01/2022,10/03/2022,Express,accessories,210,152.09,38.41,2022
Echo,422-48a4,10/01/2022,10/01/2022,Same Day,phones,68,211.26,74.36,2022
Echo,a3e-5299,10/01/2022,10/05/2022,Standard,computers,164,153.6,75.12,2022
Echo,e5c-0464,10/01/2022,10/03/2022,Express,tablets,282,283.01,76.61,2022
Echo,a34-047f,10/01/2022,10/01/2022,Same Day,washers,104,226.58,55.12,2022
Echo,9af-9fa0,10/01/2022,10/08/2022,Standard,dryers,238,237.79,25.24,2022
Echo,b0d-8c28,10/01/2022,10/03/2022,Express,car radios,151,163.55,77.2,2022
Apex Corporation,7ee-2eac,10/02/2022,10/04/2022,Express,accessories,125,222.83,81.53,2022
Apex Corporation,661-9ee3,10/02/2022,10/02/2022,Same Day,phones,112,254.73,91.36,2022
Apex Corporation,eca-8610,10/02/2022,10/07/2022,Standard,computers,183,40.12,86.27,2022
Apex Corporation,93a-dc39,10/02/2022,10/10/2022,Standard,tablets,196,114.11,33.98,2022
Apex Corporation,5b5-5188,10/02/2022,10/08/2022,Standard,televisions,138,290.81,87.71,2022
Maritime Data,332-51ba,10/02/2022,10/02/2022,Same Day,Cloud Service,208,274.95,51.6,2022
Maritime Data,24e-f20f,10/02/2022,10/04/2022,Express,Banking platform,265,126.57,40.14,2022
Maritime Data,a3b-72bf,10/02/2022,10/02/2022,Same Day,Business Analytics,104,235.92,49.05,2022
Maritime Data,2a5-be83,10/02/2022,10/04/2022,Express,Database Security,95,113.44,35.33,2022
Maritime Data,eb9-d3bf,10/02/2022,10/04/2022,Express,GPU Software,81,48.81,76.34,2022
Maritime Data,e80-8fdc,10/02/2022,10/04/2022,Express,Workforce Scheduling,169,93.59,77.5,2022
Fusion Energy,d21-1c98,10/02/2022,10/02/2022,Same Day,Combustion Fluids,61,230.85,12.51,2022
