"""
Will be used later but not for the final version for the cs232 class
"""


stock_abbrev,date,opening_price,daily_max,daily_min,closing_price
BWS,05/23/2022,22.33,23.0,21.41,22.76
BWS,05/24/2022,22.76,23.64,20.58,21.77
BWS,05/25/2022,21.77,23.08,19.73,20.7
BWS,05/26/2022,20.7,22.74,20.17,22.57
BWS,05/27/2022,22.57,22.87,20.33,21.93
BWS,05/30/2022,21.93,22.8,19.8,22.31
BWS,05/31/2022,22.31,23.73,21.82,22.93
BWS,06/01/2022,22.93,24.93,21.31,21.78
BWS,06/02/2022,21.78,23.79,20.15,20.46
BWS,06/03/2022,20.46,22.42,20.03,20.21
BWS,06/06/2022,20.21,20.62,19.18,19.94
BWS,06/07/2022,19.94,21.8,19.91,20.45
BWS,06/08/2022,20.45,21.73,19.52,20.67
BWS,06/09/2022,20.67,22.64,18.66,21.34
BWS,06/10/2022,21.34,23.27,20.75,22.57
BWS,06/13/2022,22.57,22.6,20.45,22.33
BWS,06/14/2022,22.33,22.53,20.99,21.98
BWS,06/15/2022,21.98,24.08,21.07,23.88
BWS,06/16/2022,23.88,25.73,23.27,23.54
BWS,06/17/2022,23.54,24.16,22.91,23.57
BWS,06/20/2022,23.57,23.59,21.98,22.32
BWS,06/21/2022,22.32,23.65,21.71,22.92
BWS,06/22/2022,22.92,23.81,21.62,23.75
BWS,06/23/2022,23.75,25.82,21.56,24.27
BWS,06/24/2022,24.27,24.73,23.04,24.32
BWS,06/27/2022,24.32,24.77,23.74,24.0
BWS,06/28/2022,24.0,24.04,21.88,22.5
BWS,06/29/2022,22.5,23.9,20.47,20.78
BWS,06/30/2022,20.78,21.2,19.78,20.5
BWS,07/01/2022,20.5,20.96,20.36,20.54
BWS,07/04/2022,20.54,21.68,20.44,21.43
BWS,07/05/2022,21.43,21.87,20.46,20.69
BWS,07/06/2022,20.69,21.76,20.1,21.75
BWS,07/07/2022,21.75,22.08,21.08,21.12
BWS,07/08/2022,21.12,21.53,20.07,20.88
BWS,07/11/2022,20.88,21.21,20.31,20.35
BWS,07/12/2022,20.35,21.82,19.23,20.33
BWS,07/13/2022,20.33,22.27,18.73,20.78
BWS,07/14/2022,20.78,21.52,19.95,20.25
BWS,07/15/2022,20.25,20.94,19.03,19.2
BWS,07/18/2022,19.2,21.06,17.98,19.79
BWS,07/19/2022,19.79,20.69,19.12,20.38
BWS,07/20/2022,20.38,22.14,19.75,20.49
BWS,07/21/2022,20.49,22.46,19.84,21.77
BWS,07/22/2022,21.77,23.64,20.14,20.14
BWS,07/25/2022,20.14,20.47,18.66,20.17
BWS,07/26/2022,20.17,20.93,19.01,20.08
BWS,07/27/2022,20.08,20.13,18.2,19.87
BWS,07/28/2022,19.87,20.16,19.73,19.96
BWS,07/29/2022,19.96,20.32,19.42,20.14
BWS,08/01/2022,20.14,20.28,18.88,20.27
BWS,08/02/2022,20.27,20.47,19.72,20.34
BWS,08/03/2022,20.34,22.14,18.49,21.92
BWS,08/04/2022,21.92,23.04,21.55,22.01
BWS,08/05/2022,22.01,23.04,21.56,22.32
BWS,08/08/2022,22.32,23.02,21.59,22.44
BWS,08/09/2022,22.44,24.11,21.11,21.89
BWS,08/10/2022,21.89,22.42,20.08,21.94
BWS,08/11/2022,21.94,23.3,20.08,21.68
BWS,08/12/2022,21.68,23.83,19.86,20.9
BWS,08/15/2022,20.9,22.14,20.08,21.61
BWS,08/16/2022,21.61,21.84,20.85,21.09
BWS,08/17/2022,21.09,22.21,19.82,21.73
BWS,08/18/2022,21.73,22.54,20.54,21.01
BWS,08/19/2022,21.01,21.64,19.72,21.57
BWS,08/22/2022,21.57,22.75,21.0,21.12
BWS,08/23/2022,21.12,22.17,21.1,21.27
BWS,08/24/2022,21.27,22.67,21.26,21.29
BWS,08/25/2022,21.29,21.57,20.06,20.94
BWS,08/26/2022,20.94,22.01,20.38,21.07
BWS,08/29/2022,21.07,21.26,19.99,20.14
BWS,08/30/2022,20.14,21.27,18.56,20.78
BWS,08/31/2022,20.78,21.73,19.31,19.33
BWS,09/01/2022,19.33,21.06,17.75,19.94
BWS,09/02/2022,19.94,20.31,18.23,19.39
BWS,09/05/2022,19.39,20.46,18.26,19.18
BWS,09/06/2022,19.18,20.67,18.28,19.32
BWS,09/07/2022,19.32,19.32,18.6,18.72
BWS,09/08/2022,18.72,19.19,17.55,17.63
BWS,09/09/2022,17.63,19.28,16.36,16.87
BWS,09/12/2022,16.87,17.65,15.8,16.37
BWS,09/13/2022,16.37,16.75,15.01,15.21
BWS,09/14/2022,15.21,16.56,14.32,15.76
BWS,09/15/2022,15.76,17.04,15.33,15.41
BWS,09/16/2022,15.41,15.97,14.66,15.05
BWS,09/19/2022,15.05,15.93,14.33,15.08
BWS,09/20/2022,15.08,15.72,13.97,14.29
BWS,09/21/2022,14.29,14.37,13.17,14.18
BWS,09/22/2022,14.18,14.6,13.44,14.31
BWS,09/23/2022,14.31,14.44,13.34,14.18
BWS,09/26/2022,14.18,14.68,13.75,14.52
BWS,09/27/2022,14.52,15.75,14.5,15.49
BWS,09/28/2022,15.49,16.0,13.95,15.53
BWS,09/29/2022,15.53,16.95,14.58,15.56
BWS,09/30/2022,15.56,15.57,14.69,15.01
BWS,10/03/2022,15.01,15.03,14.84,14.84
BWS,10/04/2022,14.84,15.79,13.58,14.36
BWS,10/05/2022,14.36,14.58,14.25,14.26
BWS,10/06/2022,14.26,15.03,13.31,13.36
BWS,10/07/2022,13.36,14.58,12.7,13.01
BWS,10/10/2022,13.01,14.21,11.85,14.19
BWS,10/11/2022,14.19,14.57,13.76,14.25
BWS,10/12/2022,14.25,14.78,13.27,14.21
BWS,10/13/2022,14.21,15.0,13.5,14.31
BWS,10/14/2022,14.31,14.76,13.4,13.58
BWS,10/17/2022,13.58,14.09,12.5,13.13
BWS,10/18/2022,13.13,14.23,11.91,13.98
BWS,10/19/2022,13.98,14.15,13.68,13.7
BWS,10/20/2022,13.7,14.23,13.6,14.09
BWS,10/21/2022,14.09,14.47,13.82,14.38
BWS,10/24/2022,14.38,15.4,14.24,14.49
BWS,10/25/2022,14.49,15.3,14.11,14.71
BWS,10/26/2022,14.71,16.08,13.55,13.94
BWS,10/27/2022,13.94,14.86,13.16,13.45
BWS,10/28/2022,13.45,14.08,13.28,13.8
BWS,10/31/2022,13.8,13.81,13.59,13.74
BWS,11/01/2022,13.74,14.55,13.05,13.76
BWS,11/02/2022,13.76,15.11,13.32,14.65
BWS,11/03/2022,14.65,15.97,13.66,14.9
BWS,11/04/2022,14.9,15.52,14.53,15.09
BWS,11/07/2022,15.09,15.26,13.59,14.1
BWS,11/08/2022,14.1,14.33,14.01,14.04
BWS,11/09/2022,14.04,14.52,13.25,14.46
BWS,11/10/2022,14.46,15.23,13.64,13.93
BWS,11/11/2022,13.93,15.3,13.49,15.25
BWS,11/14/2022,15.25,15.67,13.85,14.98
BWS,11/15/2022,14.98,15.48,13.72,14.25
BWS,11/16/2022,14.25,14.51,13.95,13.99
BWS,11/17/2022,13.99,15.24,12.73,14.06
BWS,11/18/2022,14.06,14.8,12.79,14.51
BWS,11/21/2022,14.51,14.95,14.32,14.53
BWS,11/22/2022,14.53,15.54,13.64,13.88
BWS,11/23/2022,13.88,14.44,12.58,14.16
BWS,11/24/2022,14.16,15.08,13.52,13.97
BWS,11/25/2022,13.97,14.27,13.67,13.84
BWS,11/28/2022,13.84,15.14,13.06,14.71
BWS,11/29/2022,14.71,15.96,14.56,15.51
BWS,11/30/2022,15.51,16.24,15.01,16.05
BWS,12/01/2022,16.05,17.32,15.26,15.65
BWS,12/02/2022,15.65,16.42,15.35,16.18
BWS,12/05/2022,16.18,17.63,14.8,17.1
BWS,12/06/2022,17.1,18.33,16.15,16.72
BWS,12/07/2022,16.72,16.99,15.47,16.77
BWS,12/08/2022,16.77,17.25,15.2,16.58
BWS,12/09/2022,16.58,16.97,16.19,16.33
BWS,12/12/2022,16.33,16.37,15.37,15.4
BWS,12/13/2022,15.4,16.09,15.38,15.6
BWS,12/14/2022,15.6,15.82,15.07,15.33
BWS,12/15/2022,15.33,15.74,14.72,14.88
BWS,12/16/2022,14.88,15.25,13.86,14.62
BWS,12/19/2022,14.62,15.0,13.66,14.97
BWS,12/20/2022,14.97,16.39,14.79,15.11
BWS,12/21/2022,15.11,15.74,14.29,14.29
BWS,12/22/2022,14.29,14.62,13.64,13.71
BWS,12/23/2022,13.71,15.03,13.66,14.56
BWS,12/26/2022,14.56,14.82,14.18,14.59
BWS,12/27/2022,14.59,15.97,13.96,14.4
BWS,12/28/2022,14.4,15.36,13.89,14.01
BWS,12/29/2022,14.01,14.56,13.18,13.65
BWS,12/30/2022,13.65,13.76,13.5,13.63
BWS,01/02/2023,13.63,13.83,13.02,13.8
BWS,01/03/2023,13.8,14.68,12.76,13.02
BWS,01/04/2023,13.02,13.55,12.84,13.16
BWS,01/05/2023,13.16,14.33,12.96,14.0
BWS,01/06/2023,14.0,14.68,12.67,13.85
BWS,01/09/2023,13.85,14.31,13.79,14.08
BWS,01/10/2023,14.08,14.68,13.32,14.47
BWS,01/11/2023,14.47,15.2,14.08,14.31
BWS,01/12/2023,14.31,15.35,13.29,13.81
BWS,01/13/2023,13.81,14.34,13.37,14.01
BWS,01/16/2023,14.01,14.65,12.81,12.9
BWS,01/17/2023,12.9,13.03,12.89,12.91
BWS,01/18/2023,12.91,13.22,12.02,12.94
BWS,01/19/2023,12.94,13.48,12.14,12.27
BWS,01/20/2023,12.27,12.5,11.94,12.05
BWS,01/23/2023,12.05,13.04,11.12,12.35
BWS,01/24/2023,12.35,12.93,11.51,12.63
BWS,01/25/2023,12.63,12.83,11.76,12.13
BWS,01/26/2023,12.13,12.78,12.06,12.58
BWS,01/27/2023,12.58,13.48,11.88,12.8
BWS,01/30/2023,12.8,13.8,12.78,13.63
BWS,01/31/2023,13.63,14.5,13.44,14.2
BWS,02/01/2023,14.2,14.29,13.41,13.58
BWS,02/02/2023,13.58,14.11,13.2,13.86
BWS,02/03/2023,13.86,14.19,13.18,13.74
BWS,02/06/2023,13.74,14.28,12.88,14.22
BWS,02/07/2023,14.22,14.54,12.92,13.01
BWS,02/08/2023,13.01,13.37,12.92,13.07
BWS,02/09/2023,13.07,13.78,11.95,13.33
BWS,02/10/2023,13.33,14.48,12.34,12.68
BWS,02/13/2023,12.68,13.32,11.95,12.3
BWS,02/14/2023,12.3,12.6,11.54,12.03
BWS,02/15/2023,12.03,12.38,11.96,12.08
BWS,02/16/2023,12.08,12.81,10.9,12.43
BWS,02/17/2023,12.43,12.56,11.25,11.74
BWS,02/20/2023,11.74,12.23,10.89,11.31
BWS,02/21/2023,11.31,11.74,10.48,10.76
BWS,02/22/2023,10.76,11.07,10.65,10.76
BWS,02/23/2023,10.76,11.22,10.13,10.74
BWS,02/24/2023,10.74,11.78,10.6,11.23
BWS,02/27/2023,11.23,11.45,10.73,10.83
BWS,02/28/2023,10.83,11.78,9.78,10.0
BWS,03/01/2023,10.0,10.67,9.37,9.88
BWS,03/02/2023,9.88,10.82,9.58,10.52
BWS,03/03/2023,10.52,11.4,10.05,11.05
BWS,03/06/2023,11.05,11.46,10.03,11.2
BWS,03/07/2023,11.2,12.1,11.13,11.99
BWS,03/08/2023,11.99,12.69,11.96,12.47
BWS,03/09/2023,12.47,12.81,11.5,12.02
BWS,03/10/2023,12.02,12.61,11.09,11.2
BWS,03/13/2023,11.2,11.83,10.97,10.99
BWS,03/14/2023,10.99,11.68,10.18,10.89
BWS,03/15/2023,10.89,11.26,10.56,10.56
BWS,03/16/2023,10.56,10.72,9.97,9.98
BWS,03/17/2023,9.98,10.44,9.06,9.76
BWS,03/20/2023,9.76,10.33,8.84,9.82
BWS,03/21/2023,9.82,10.41,9.79,10.09
BWS,03/22/2023,10.09,10.68,9.82,9.92
BWS,03/23/2023,9.92,10.03,9.14,9.54
BWS,03/24/2023,9.54,9.78,8.61,9.46
BWS,03/27/2023,9.46,10.34,9.18,9.84
BWS,03/28/2023,9.84,9.87,9.57,9.79
BWS,03/29/2023,9.79,10.07,8.92,9.51
BWS,03/30/2023,9.51,9.99,9.34,9.88
BWS,03/31/2023,9.88,10.34,9.84,10.14
BWS,04/03/2023,10.14,10.96,9.29,10.39
BWS,04/04/2023,10.39,11.07,9.9,9.94
BWS,04/05/2023,9.94,10.01,9.27,9.99
BWS,04/06/2023,9.99,10.96,9.38,9.81
BWS,04/07/2023,9.81,10.36,9.57,9.83
BWS,04/10/2023,9.83,10.55,9.22,10.35
BWS,04/11/2023,10.35,11.26,9.79,10.27
BWS,04/12/2023,10.27,10.89,10.25,10.64
BWS,04/13/2023,10.64,11.38,9.86,10.11
BWS,04/14/2023,10.11,10.55,9.12,10.15
BWS,04/17/2023,10.15,10.78,9.82,10.01
BWS,04/18/2023,10.01,10.22,9.2,9.26
BWS,04/19/2023,9.26,9.46,8.95,9.03
BWS,04/20/2023,9.03,9.61,8.52,8.91
BWS,04/21/2023,8.91,9.54,8.06,9.03
BWS,04/24/2023,9.03,9.27,8.97,9.26
BWS,04/25/2023,9.26,9.85,8.56,8.66
BWS,04/26/2023,8.66,9.02,8.29,8.46
BWS,04/27/2023,8.46,9.01,7.63,8.07
BWS,04/28/2023,8.07,8.23,7.64,7.98
BWS,05/01/2023,7.98,8.34,7.7,8.05
BWS,05/02/2023,8.05,8.06,7.39,7.94
BWS,05/03/2023,7.94,8.47,7.23,7.75
BWS,05/04/2023,7.75,7.86,7.63,7.66
BWS,05/05/2023,7.66,8.03,7.1,7.78
BWS,05/08/2023,7.78,7.99,7.57,7.84
BWS,05/09/2023,7.84,8.53,7.5,7.95
BWS,05/10/2023,7.95,8.2,7.87,8.18
BWS,05/11/2023,8.18,8.44,7.59,7.76
BWS,05/12/2023,7.76,8.51,7.15,7.54
BWS,05/15/2023,7.54,7.63,7.12,7.47
BWS,05/16/2023,7.47,7.98,6.86,7.04
BWS,05/17/2023,7.04,7.71,6.57,7.1
BWS,05/18/2023,7.1,7.61,6.75,6.94
BWS,05/19/2023,6.94,7.1,6.94,6.96
BWS,05/22/2023,6.96,7.61,6.57,7.46
BWS,05/23/2023,7.46,8.03,7.23,7.47
BWS,05/24/2023,7.47,7.99,6.89,7.06
BWS,05/25/2023,7.06,7.74,6.44,6.89
BWS,05/26/2023,6.89,7.23,6.22,7.05
BWS,05/29/2023,7.05,7.07,6.61,7.07
BWS,05/30/2023,7.07,7.09,6.91,7.06
BWS,05/31/2023,7.06,7.73,6.88,7.2
BWS,06/01/2023,7.2,7.78,6.82,7.38
BWS,06/02/2023,7.38,7.72,6.66,7.19
BWS,06/05/2023,7.19,7.34,6.99,7.13
BWS,06/06/2023,7.13,7.38,6.99,7.32
BWS,06/07/2023,7.32,7.59,6.84,6.87
BWS,06/08/2023,6.87,6.87,6.61,6.83
BWS,06/09/2023,6.83,7.32,6.82,7.24
BWS,06/12/2023,7.24,7.95,6.93,7.56
BWS,06/13/2023,7.56,8.21,7.08,7.37
BWS,06/14/2023,7.37,7.53,7.05,7.11
BWS,06/15/2023,7.11,7.56,6.62,6.72
BWS,06/16/2023,6.72,6.89,6.25,6.55
BWS,06/19/2023,6.55,6.59,6.45,6.48
BWS,06/20/2023,6.48,6.62,6.32,6.57
BWS,06/21/2023,6.57,6.96,6.49,6.53
BWS,06/22/2023,6.53,7.05,6.51,6.81
BWS,06/23/2023,6.81,6.86,6.75,6.85
BWS,06/26/2023,6.85,7.25,6.33,6.66
BWS,06/27/2023,6.66,7.07,6.2,6.64
BWS,06/28/2023,6.64,6.9,6.16,6.56
BWS,06/29/2023,6.56,6.89,6.11,6.39
BWS,06/30/2023,6.39,6.93,6.32,6.74
BWS,07/03/2023,6.74,7.17,6.49,6.62
BWS,07/04/2023,6.62,6.68,6.51,6.64
BWS,07/05/2023,6.64,7.3,6.1,6.17
BWS,07/06/2023,6.17,6.33,6.03,6.25
BWS,07/07/2023,6.25,6.52,6.12,6.33
BWS,07/10/2023,6.33,6.79,5.75,6.01
BWS,07/11/2023,6.01,6.38,5.45,5.55
BWS,07/12/2023,5.55,5.9,5.13,5.15
BWS,07/13/2023,5.15,5.63,4.71,5.28
BWS,07/14/2023,5.28,5.35,5.26,5.27
BWS,07/17/2023,5.27,5.78,4.78,5.59
BWS,07/18/2023,5.59,6.13,5.06,5.88
BWS,07/19/2023,5.88,6.17,5.43,6.13
BWS,07/20/2023,6.13,6.47,5.77,6.33
BWS,07/21/2023,6.33,6.63,6.26,6.63
BWS,07/24/2023,6.63,7.07,6.34,6.42
BWS,07/25/2023,6.42,6.85,6.39,6.68
BWS,07/26/2023,6.68,7.2,6.6,6.97
BWS,07/27/2023,6.97,7.0,6.57,6.82
BWS,07/28/2023,6.82,7.23,6.72,6.92
BWS,07/31/2023,6.92,7.55,6.52,7.24
BWS,08/01/2023,7.24,7.43,6.61,7.07
BWS,08/02/2023,7.07,7.23,6.62,7.14
BWS,08/03/2023,7.14,7.84,6.96,7.07
BWS,08/04/2023,7.07,7.63,6.49,6.79
ECH,01/01/2020,39.64,39.86,39.59,39.71
ECH,01/02/2020,39.71,42.48,39.1,39.3
ECH,01/03/2020,39.3,42.91,35.58,35.65
ECH,01/06/2020,35.65,38.35,34.59,36.41
ECH,01/07/2020,36.41,37.79,34.1,35.98
ECH,01/08/2020,35.98,37.15,33.24,36.33
ECH,01/09/2020,36.33,39.29,35.68,37.84
ECH,01/10/2020,37.84,40.32,34.48,37.39
ECH,01/13/2020,37.39,37.6,35.03,35.61
ECH,01/14/2020,35.61,36.36,35.18,36.01
ECH,01/15/2020,36.01,39.47,33.24,36.41
ECH,01/16/2020,36.41,36.99,34.56,35.89
ECH,01/17/2020,35.89,36.73,34.19,36.0
ECH,01/20/2020,36.0,36.47,34.72,35.96
ECH,01/21/2020,35.96,39.51,32.46,32.47
ECH,01/22/2020,32.47,34.79,31.69,34.6
ECH,01/23/2020,34.6,36.45,32.75,35.49
ECH,01/24/2020,35.49,37.57,34.27,34.8
ECH,01/27/2020,34.8,36.1,34.27,36.01
ECH,01/28/2020,36.01,38.44,33.65,33.85
ECH,01/29/2020,33.85,33.91,32.53,32.64
ECH,01/30/2020,32.64,34.26,32.08,32.2
ECH,01/31/2020,32.2,34.22,29.68,32.88
ECH,02/03/2020,32.88,36.15,30.19,35.93
ECH,02/04/2020,35.93,38.3,33.79,34.84
ECH,02/05/2020,34.84,36.24,32.16,33.99
ECH,02/06/2020,33.99,36.25,32.05,32.85
ECH,02/07/2020,32.85,34.42,31.66,33.57
ECH,02/10/2020,33.57,35.51,30.73,34.63
ECH,02/11/2020,34.63,35.38,34.53,34.72
ECH,02/12/2020,34.72,35.19,34.33,34.75
ECH,02/13/2020,34.75,34.76,34.35,34.37
ECH,02/14/2020,34.37,37.04,32.1,33.0
ECH,02/17/2020,33.0,35.57,30.89,34.49
ECH,02/18/2020,34.49,36.52,31.88,34.16
ECH,02/19/2020,34.16,35.36,32.36,35.26
ECH,02/20/2020,35.26,35.29,33.06,34.17
ECH,02/21/2020,34.17,35.34,31.6,32.01
ECH,02/24/2020,32.01,32.19,30.55,31.07
ECH,02/25/2020,31.07,32.56,30.23,31.62
ECH,02/26/2020,31.62,32.35,28.63,29.38
ECH,02/27/2020,29.38,32.19,28.95,30.57
ECH,02/28/2020,30.57,33.39,28.43,29.07
ECH,03/02/2020,29.07,30.31,26.89,27.15
ECH,03/03/2020,27.15,29.67,25.69,26.91
ECH,03/04/2020,26.91,29.23,24.22,28.8
ECH,03/05/2020,28.8,29.35,27.01,27.87
ECH,03/06/2020,27.87,29.38,25.39,26.3
ECH,03/09/2020,26.3,28.19,25.98,26.2
ECH,03/10/2020,26.2,27.13,25.22,25.73
ECH,03/11/2020,25.73,27.4,24.86,27.24
ECH,03/12/2020,27.24,29.39,26.39,26.82
ECH,03/13/2020,26.82,27.7,25.51,26.92
ECH,03/16/2020,26.92,27.86,26.77,27.31
ECH,03/17/2020,27.31,29.16,26.69,27.57
ECH,03/18/2020,27.57,29.7,26.99,29.58
ECH,03/19/2020,29.58,31.4,26.67,30.65
ECH,03/20/2020,30.65,35.47,29.2,34.7
ECH,03/23/2020,34.7,37.25,32.77,33.62
ECH,03/24/2020,33.62,34.94,31.04,34.62
ECH,03/25/2020,34.62,41.28,30.64,30.86
ECH,03/26/2020,30.86,37.61,30.61,37.01
ECH,03/27/2020,37.01,41.63,26.21,33.12
ECH,03/30/2020,33.12,39.69,28.18,32.54
ECH,03/31/2020,32.54,32.98,27.61,31.87
ECH,04/01/2020,31.87,34.62,24.79,26.91
ECH,04/02/2020,26.91,33.17,23.27,26.03
ECH,04/03/2020,26.03,31.62,25.35,29.96
ECH,04/06/2020,29.96,36.2,27.14,30.12
ECH,04/07/2020,30.12,33.0,24.78,26.62
ECH,04/08/2020,26.62,32.96,22.53,24.93
ECH,04/09/2020,24.93,30.23,24.12,26.82
ECH,04/10/2020,26.82,34.43,18.85,22.59
ECH,04/13/2020,22.59,25.22,18.64,23.68
ECH,04/14/2020,23.68,29.73,23.35,26.23
ECH,04/15/2020,26.23,27.34,18.99,23.36
ECH,04/16/2020,23.36,24.98,22.54,24.19
ECH,04/17/2020,24.19,27.67,22.61,23.97
ECH,04/20/2020,23.97,28.37,23.16,26.99
ECH,04/21/2020,26.99,30.77,22.05,25.01
ECH,04/22/2020,25.01,30.21,18.67,23.38
ECH,04/23/2020,23.38,27.24,20.18,26.97
ECH,04/24/2020,26.97,31.46,20.65,28.68
ECH,04/27/2020,28.68,37.05,21.21,24.13
ECH,04/28/2020,24.13,28.15,23.83,26.12
ECH,04/29/2020,26.12,26.41,21.28,23.67
ECH,04/30/2020,23.67,29.75,21.35,25.35
ECH,05/01/2020,25.35,31.87,18.32,23.39
ECH,05/04/2020,23.39,25.89,20.95,21.36
ECH,05/05/2020,21.36,21.55,19.64,20.88
ECH,05/06/2020,20.88,22.22,20.36,21.5
ECH,05/07/2020,21.5,22.88,21.0,22.0
ECH,05/08/2020,22.0,22.33,19.94,21.73
ECH,05/11/2020,21.73,23.16,20.12,21.28
ECH,05/12/2020,21.28,22.56,20.85,20.96
ECH,05/13/2020,20.96,21.02,19.33,19.33
ECH,05/14/2020,19.33,20.22,17.44,19.64
ECH,05/15/2020,19.64,21.35,17.93,20.18
ECH,05/18/2020,20.18,21.2,18.66,20.55
ECH,05/19/2020,20.55,20.89,18.67,20.89
ECH,05/20/2020,20.89,22.24,19.02,20.98
ECH,05/21/2020,20.98,21.46,20.89,21.32
ECH,05/22/2020,21.32,22.28,20.92,21.32
ECH,05/25/2020,21.32,22.0,20.9,21.52
ECH,05/26/2020,21.52,22.55,19.47,21.22
ECH,05/27/2020,21.22,22.32,20.99,21.77
ECH,05/28/2020,21.77,23.8,20.31,21.97
ECH,05/29/2020,21.97,23.5,20.01,22.72
ECH,06/01/2020,22.72,23.12,20.55,22.04
ECH,06/02/2020,22.04,23.9,20.92,23.44
ECH,06/03/2020,23.44,24.95,22.27,24.19
ECH,06/04/2020,24.19,25.44,23.33,24.93
ECH,06/05/2020,24.93,27.31,24.68,25.64
ECH,06/08/2020,25.64,27.5,24.84,25.47
ECH,06/09/2020,25.47,27.28,24.93,26.11
ECH,06/10/2020,26.11,28.51,23.8,25.48
ECH,06/11/2020,25.48,27.9,23.52,24.48
ECH,06/12/2020,24.48,26.44,23.78,26.32
ECH,06/15/2020,26.32,28.2,24.43,25.21
ECH,06/16/2020,25.21,26.64,23.44,25.17
ECH,06/17/2020,25.17,26.22,22.68,22.99
ECH,06/18/2020,22.99,23.8,22.94,23.09
ECH,06/19/2020,23.09,24.74,22.54,23.02
ECH,06/22/2020,23.02,24.18,20.96,23.02
ECH,06/23/2020,23.02,24.58,20.75,22.99
ECH,06/24/2020,22.99,24.12,22.33,23.6
ECH,06/25/2020,23.6,25.79,22.75,23.56
ECH,06/26/2020,23.56,24.01,21.34,21.42
ECH,06/29/2020,21.42,22.73,20.17,22.43
ECH,06/30/2020,22.43,24.22,22.24,23.45
ECH,07/01/2020,23.45,23.58,22.25,23.03
ECH,07/02/2020,23.03,25.31,22.53,24.02
ECH,07/03/2020,24.02,26.27,23.11,25.98
ECH,07/06/2020,25.98,28.14,25.18,26.1
ECH,07/07/2020,26.1,28.28,25.37,26.97
ECH,07/08/2020,26.97,26.97,26.67,26.92
ECH,07/09/2020,26.92,28.84,25.48,26.49
ECH,07/10/2020,26.49,26.53,25.66,26.52
ECH,07/13/2020,26.52,27.83,24.34,25.8
ECH,07/14/2020,25.8,26.65,23.76,23.99
ECH,07/15/2020,23.99,25.64,23.68,25.64
ECH,07/16/2020,25.64,27.84,25.55,26.02
ECH,07/17/2020,26.02,26.99,25.69,26.3
ECH,07/20/2020,26.3,26.67,26.13,26.63
ECH,07/21/2020,26.63,28.04,25.85,27.34
ECH,07/22/2020,27.34,28.68,27.19,28.25
ECH,07/23/2020,28.25,28.93,26.18,26.25
ECH,07/24/2020,26.25,27.32,25.05,25.16
ECH,07/27/2020,25.16,25.82,23.28,25.03
ECH,07/28/2020,25.03,26.39,23.27,24.84
ECH,07/29/2020,24.84,26.03,22.52,23.03
ECH,07/30/2020,23.03,24.96,22.06,24.85
ECH,07/31/2020,24.85,26.39,23.6,26.07
ECH,08/03/2020,26.07,27.53,25.25,26.18
ECH,08/04/2020,26.18,27.82,25.0,25.74
ECH,08/05/2020,25.74,26.68,24.19,25.15
ECH,08/06/2020,25.15,26.18,23.53,24.66
ECH,08/07/2020,24.66,24.68,22.45,24.48
ECH,08/10/2020,24.48,25.19,22.81,24.93
ECH,08/11/2020,24.93,26.79,22.94,24.35
ECH,08/12/2020,24.35,25.54,23.14,24.05
ECH,08/13/2020,24.05,25.72,22.61,23.42
ECH,08/14/2020,23.42,24.64,22.29,23.51
ECH,08/17/2020,23.51,25.32,23.0,24.84
ECH,08/18/2020,24.84,26.13,24.63,25.23
ECH,08/19/2020,25.23,27.63,25.18,25.68
ECH,08/20/2020,25.68,27.69,23.45,24.86
ECH,08/21/2020,24.86,26.29,22.66,24.2
ECH,08/24/2020,24.2,24.59,23.59,23.66
ECH,08/25/2020,23.66,24.31,21.42,22.19
ECH,08/26/2020,22.19,23.88,20.55,21.58
ECH,08/27/2020,21.58,23.01,20.63,22.83
ECH,08/28/2020,22.83,25.04,20.92,23.29
ECH,08/31/2020,23.29,23.89,21.75,23.13
ECH,09/01/2020,23.13,23.96,21.45,21.88
ECH,09/02/2020,21.88,21.9,20.36,21.66
ECH,09/03/2020,21.66,21.96,20.16,20.26
ECH,09/04/2020,20.26,20.49,18.71,18.79
ECH,09/07/2020,18.79,20.35,17.92,19.13
ECH,09/08/2020,19.13,20.2,18.49,18.58
ECH,09/09/2020,18.58,18.66,18.0,18.49
ECH,09/10/2020,18.49,19.55,17.98,19.55
ECH,09/11/2020,19.55,19.96,19.54,19.55
ECH,09/14/2020,19.55,20.44,17.73,19.63
ECH,09/15/2020,19.63,20.61,18.28,20.18
ECH,09/16/2020,20.18,20.59,19.14,19.9
ECH,09/17/2020,19.9,19.95,19.78,19.84
ECH,09/18/2020,19.84,20.43,17.94,19.43
ECH,09/21/2020,19.43,20.82,19.33,19.72
ECH,09/22/2020,19.72,21.11,17.99,19.45
ECH,09/23/2020,19.45,19.93,17.55,18.8
ECH,09/24/2020,18.8,20.63,17.52,17.56
ECH,09/25/2020,17.56,19.31,16.1,17.89
ECH,09/28/2020,17.89,18.96,16.83,18.29
ECH,09/29/2020,18.29,18.58,18.05,18.2
ECH,09/30/2020,18.2,19.24,16.39,16.41
ECH,10/01/2020,16.41,17.23,14.81,16.79
ECH,10/02/2020,16.79,17.25,15.46,17.06
ECH,10/05/2020,17.06,17.22,17.01,17.02
ECH,10/06/2020,17.02,18.08,16.79,17.91
ECH,10/07/2020,17.91,18.94,16.15,16.73
